,prompt,completion,brief_type,data_type,file_path,file_name
829,"Ohkubo is trying to engage in a battle of the declarations over who.supposedly drafted the Investment Contract, or about whether OhkUBo. really speaks English. Those are substantive issues which are more appropriate for trial. The burden is on the parties to identify the major issues in dispute so the court can determine the proper forum to resolve them. There is nothing ""new"" about the language of the forum selection clause, or the importance of the investment contract. The Court has been subjected to enough introductory briefs without the need for a sur-reply (or a sur.sur-reply in response). There is also nothing new about the significance of the Japanese Litigation. The court has already addressed the obvious issues addressed in Defendants' opening papers.
 Judgment -->", grant,opposition,test,515,gov.uscourts.cand.198618.31.0.txt
830,"The Rendon Group, Inc. (""TRG"") requests an award of fees and expenses totaling $15,744.60. Fees and expenses were incurred for: (1) filing objections to the subpoena; (2) conducting discussions with State Farm in an unsuccessful effort to narrow the scope of the subpoena toreasonable bounds; and (3) filing and arguing a motion to quash and/or to modify the subpoena. An award of these fees is warranted by Rule 45(c)(1), which states that the court ""must"" enforce the issuing party's duty to take reasonable steps to avoid undue burden andexpense, and must ""impose and appropriate sanction - which may include lost earnings andreasonable attorneys' fees"" on a party that fails to comply.
 Judgment -->", deny,support,test,488,gov.uscourts.dcd.141086.25.0.txt
831,"State Farm Mutual Insurance Company sued The Rendon Group, Inc. in federal court in Washington, D.C. The suit seeks attorneys' fees in connection with State Farm's December 30, 2009 subpoena duces tecum. Judge Henry H. Kennedy, Jr. ruled that the motion should be denied on the grounds that Rendon failed to comply with local civil rule 7(m) Rendon's motion is ""without any arguable basis in law or fact,"" the judge said. The motion was filed in response to a March 25, 2010, Motion by State Farm Mutual to Quash Rendon’s March 6, 2010 Quash Motion. The judge ruled that that motion should also be denied because it did not comply with the Local Civil Rule 7 (m)
 Judgment -->", deny,opposition,test,488,gov.uscourts.dcd.141086.26.0.txt
832,"Radianse seeks partial summary judgment that Defendant Twin City Fire Insurance Co. is liable for its failure to provide coverage for defense and indemnitycosts in connection with AccountAbility Outsourcing, Inc. v. Marcou et al. (Superior Court, Commonwealth of Massachusetts) Civ. Action No. 08-1379-F, which named Radianse as a defendant, in violation of insurance policy 00 KB 0222077-07. Case 1:10-cv-10120-RGS Document 23 Filed 08/12/10 Page 1 of 2. Case No. 10-10110-R GS Document 23: 2010 U.S. District Court for the District of MASSACHUSETTS. Case Number: 10-10-CV-10121-Rgs Document 23.
 Judgment -->", deny,support,test,442,gov.uscourts.mad.126818.23.0.txt
833,"Radianse, Inc., sued Twin City Fire Insurance Company for not covering its former employee. Radianse argues that the Underlying Action did not involve “liability under” a contract, but rather “damage to property” Twin City maintains that Radian se’s claims for bad faith can also be disposed of as a matter of law, regardless of the outcome of the other claims. Twin City argues that because no liability could have been incurred without Marcou’S employment contract, the “carve back” to the Exclusion does not apply. The court will rule on whether Twin City has a duty to defend orindemnify RadianSE for the underlying action. The jury will hear testimony from both sides in a trial to be held in February.
 Judgment -->", deny,opposition,test,442,gov.uscourts.mad.126818.31.0.txt
834,"Civil Action No. 8:14-cv-03124-TDCv. Romarm, S.A., a state-owned and operated commercial gun manufacturer and instrumentality of the Government of Romania, a foreign sovereign state, and under its day-to-day control. Norman Williams and Diane Howe, as. Legal Representatives of J.H., a deceased minor, and Kevin Attaway and Jamel. Blakeley, hereby timely request within. twenty-eight (28) days of the Memorandum Opinion, entered July 20, 2015, as Document No. 48, that this decision be altered or.amended. With a leave to amend motion under FRCP Rule 59 (e), the District Court will give Plaintiff “bissalism’s’ “normally “allowed leave to submit an Amended Complaint.
 Judgment -->", grant,support,test,832,gov.uscourts.mdd.292999.50.0.txt
835,"Defendant Romarm S.A. (“Romarm”), by and through its undersignedattorneys, and files this response in opposition to Plaintiffs’ Motion to Alter or Amend Judgment. Plaintiffs have already filed five separate Complaints or Amended Complaints related to these claims, all of which have resulted in dismissal. “Plaintiffs have wholly failed to sustain their burden to show any of the three grounds on which a Rule 59(e) motion may be granted,” writes Romarm. � “The threshold issue for Plaintiff’ motion is whether they have included sufficient facts to meet their burden in asking the Court to amend or alter its Order dismissing the Order.” “If Plaintiffs do not complain that there was an “intervening change in controlling law’ or “a clear error of law” or if a rule denying a motion to abuse a rule would not be futile,
 Judgment -->", grant,opposition,test,832,gov.uscourts.mdd.292999.51.0.txt
836,"Ricardo S. MARTINEZ v. MARC LILLY, v. CHANGE HEALTHCARE SOLUTIONS, LLC. (f/k/a ENVOY, LLC); CHANGE.HEALTHcARE HOLDINGS, INC. ( f/k-a. EMDON, Inc.) (f-k/A. E MDON, INC); CHAGE HEALTH. HILLCAREOPERATIONS, LLC (f: 15-cv-00742-RSM. Case No. 2:15-CV-007 42-RSS Document 101 Filed 01/13/17 Page 1 of 12 Guidelines. Case 2:13-cv -00742 - RSM Document 101. Case 1:15/15/16/16 (Doc. 99/20)
 Judgment -->", deny,support,train,29,gov.uscourts.wawd.214849.101.0.txt
837,"Relief from judgment is appropriate because the Court should set the Order and Order aside and to avoid injustice. This is an extraordinary case where relief from judgement is appropriate and necessary. Defendants must also take the corresponding corresponding corresponding action if the breach is ongoing. If you or a family member have contemplated filing a claim for relief from judgment, please contact the U.S. District Court for the Western District of Washington at (206) 292-8008. For confidential support, call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/. For confidential. support on suicide matters call the Samaritans on 08457 90 90 9090 or visit a local Samaritans branch or see www.samaritans.org.
 Judgment -->", deny,opposition,train,29,gov.uscourts.wawd.214849.104.0.txt
838,"Defendants Change Healthcare Solutions, LLC (f/k/a Envoy LLC), Change. Healthcare Operations, Inc. and Change Healthcare Operations (collectively, “Defendants”) respectfully submit this. response in opposition to Plaintiff’s Motion for Relief from Judgment (‘Judgment’) that was entered by the Court on. December 20, 2016 (ECF Nos. 99 and 100). For the reasons set forth herein, Defendants. respectfully request that the Court not alter or amend the Judgment and. keep the case closed. Plaintiff offers no basis to vacate the Judgment. There is no claim at issue for this. Court to alter its Judgment. Even if Plaintiff had made such a claim, however, Defendants have never to making the Minimum Payment under the. terms of the Stock Purchase Agreement (the “SPA”).
 Judgment -->", deny,opposition,train,29,gov.uscourts.wawd.214849.103.0.txt
839,"David E Mack files this Motion to Quash the Answer and Affirmative Defenses of Defendant Palisades Collection, LLC. The Defendant has until July 14, 2011 to reply/answer the complaint. The Plaintiff had until July 22, 2011 which is 8 days past their obligation to respond under the Federal Rules of Civil Procedure. Due to the Defendant's lack of response according to the Rules, their Answer and affirmativeDefenses are Moot upon their face and should be Quashed as they were not filed in a timely manner. This is to certify that a true and correct copy of the document above was sent to all parties below by USPS first class mail. The court will make a Default and Default Judgment for damages requested in Plaintiff's Amended CarbuncleComplaint when verified service is provided by the United States Marshals Service.
 Judgment -->", deny,support,train,380,gov.uscourts.txed.130659.20.0.txt
840,"Plaintiff David Mack filed a motion to quash Palisades Collection, LLC’s Answer and Affirmative Defenses on August 10, 2011. The Federal Rules of Civil Procedure do not provide for such a motion or remedy, the suit argues. Palisade has answered and has meritorious defenses, and any delay in responding to the Complaint was not the result of gross carelessness or bad faith. The Court should give Plaintiff an opportunity to respond and ultimately deny any motion for default, the lawsuit argues. The suit is seeking a default and damages for $2.5 million in lost wages, lost earnings, and other costs. The motion to Quash is not supported by a single citation to the FRCP or the case law.
 Judgment -->", deny,opposition,train,380,gov.uscourts.txed.130659.26.0.txt
841,"The motion is brought on the ground that the plaintiff is entitled to partial summary adjudication for the reasons set forth in plaintiffs’ moving papers. The motion is based on Plaintiffs’ Memorandum of Points and Authorities, and the Declaration of John H. Scott (“Scott Declaration”). This motion is also based on the pleadings and papers on file in this action; such additional matters of which this Court may take judicialjudicialnotice; and any additional argument and evidence as may be presented at the hearing. The court will hear the motion on September 19, 2008, at 10:00 a.m. in the 19th floor courtroom of the U.S. District Court for the Northern District of California, 450 Golden Gate Ave. in San Francisco.
 Judgment -->", deny,support,test,683,gov.uscourts.cand.195848.38.0.txt
842,"Gonzales v. Novosel, et al. Case 3:07-cv-04720-CRB 44:44:44. Plaintiff's motion for partial summary judgment attempts to do an end run around the Court’s order staying discovery. The criminal prosecution of plaintiff – for events that are inextricably intertwined with this lawsuit – is scheduled to begin on November 3. The motion is entitled to the denial or continuance of the motion for Partial Summ. Judgment because of the impediments in obtaining discovery and evidence. The court is asked to grant the relief requested be granted by the court. The defendant CHP Officer Michael NovoseL requests that the motion be denied or continued pursuant to Federal Rules of Civil. Procedure Rule 56(f) 26.
 Judgment -->", deny,opposition,test,683,gov.uscourts.cand.195848.44.0.txt
843,"Plaintiffs are past or present employees of the United States Department of HomelandSecurity. They are currently or were previously employed as Immigration Officers (IOs) in the GS-1801 Series. They seek compensation under the FLSA for time spent in discharge of their job duties. The Tucker Act, the only possible source of this Court’s jurisdiction in this case, was. created to provide a remedy when statutes impose monetary liability upon the U.S. but do not themselves provide remedies. When a law imposing monetary liability contains its ownjudicial remedies, however, the Tucker Act does not apply. The FLSA establishes liability, a cause of action, a measure of damages, and anapplicable limitations, and expressly authorizes judicial review. Because this Court does not possess jurisdiction to entertain plaintiffs’ claims pursuant to the. FLSA, it does not have the right to contest each factual allegation in the complaint.
 Judgment -->", deny,support,train,821,gov.uscourts.cofc.28217.5.0.txt
844,"Plaintiffs, by and through their undersigned counsel, hereby file this Response in opposition to Defendant’s Motion to Transfer. The Complaint alleged violations of the Fair Labor Standards Act (“FLSA”). On September 5, 2013, the Defendant filed a Motion to transfer the Complaint to the United States District Court for the District of Nebraska alleging that this Court does not possess subject matter jurisdiction over the Plaintiffs’ FLSA claims. Plaintiffs state that two recent decisions by this Court, identical Motions to Transfer, have been denied. The Government in King v. United States, No. 12-175C (Fed Cl. Cl. Aug. 30, 2013), involved a Complaint covering multiple employees who alleged that their employing agency failed to pay overtime compensation due to them.
 Judgment -->", deny,opposition,train,821,gov.uscourts.cofc.28217.6.0.txt
845,"The defendants will move this Court, before the Honorable Shira A. Scheindlin, United States District Judge, for an order in limine under the Federal Rules of Evidence governing the admission of certain evidence for trial. The hearing will take place at the United States Courthouse, located at 500 Pearl Street, New York,. New York. The motion will be heard in the U.S. District Court for the Southern District of New York at a date and time to be determined by the Court. The Motion for Motion in Limine was filed on July 15, 2009, and the hearing is set for July 21, 2009. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/.
 Judgment -->", grant,support,train,33,gov.uscourts.nysd.315289.102.0.txt
846,"Christine Anderson is suing the state of New York for $1.5 million in back taxes. The state says the case is a case of ""Whitewashing"" because the jury was told by the state that the woman had received preferential treatment. The jury will have to decide whether or not to dismiss the case. The case is known as Anderson v. New York, v. State of NY, No. 1:07-cv-09599-SAS Document 107 ~~ Filed 07/21/2009 Page 1 of 20 primatesperennialized.com/2009/07/21.html#storylink=cpy. The court has determined that Plaintiff's Speech Regarding DDC. Whitewashing Would Be Protected As a Matter of Law, And the JuryNow Must Decide If She Made Such Speech.
 Judgment -->", grant,opposition,train,33,gov.uscourts.nysd.315289.107.0.txt
847,"John Beranbaum deposed against the State of New York and Dr. Abraham Jankowitz in the case of Christine Anderson. Christine Anderson is the plaintiff in the lawsuit. The suit was filed in the U.S. District Court for the Southern District of New New York on July 21, 2009. The case has been adjourned until July 25, 2009 at 9:30 a.m. ET. The judge ruled in favor of the plaintiff, John Beranbaum, and the suit was dismissed on July 22, 2009, at 10:45 a. m. ET on July 23, 2009; the case was continued until July 26, 2009 (the last day of the first week of July). The case is still pending in the United States District Court, Southern New York, at New York.
 Judgment -->", grant,opposition,train,33,gov.uscourts.nysd.315289.108.0.txt
848,"Shawn Smith v. AlliedBarton Security Services, LLC, and Waverly Partners, LLC. Plaintiff filed a Motion Pursuant to Rule 50(b) of the Federal Rules of Civil Procedure for a judgment as a matter of law. Defendant asked for a new trial on the grounds that the jury's verdict was against the clear weight of evidence and would constitute a miscarriage of justice. The Motion was denied, and the Court has not yet entered a final judgment in this matter. The Court will rule on the Motion on October 18, 2012, at 10:10 a.m. ET. For confidential support, call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/.
 Judgment -->", deny,support,test,127,gov.uscourts.ncwd.58301.120.0.txt
849,"The Court should not disturb the jury’s verdict because the evidence at trial and thereasonable inferences drawn from that evidence support the jury's verdict and award of damages. The jury should stand because it comports with the clear weight of the evidence, is based on true evidence, and is a just verdict. Plaintiff waited almost three years for her jury trial. Defendant now seeks to avoid the verdict by arguing it is not responsible for the actions of its agent, VanElla, again. But as the jury found, Waverly, not Smith, controlled VanElias actions, and Smith is responsible to Smith for VanEllias’ conduct. The court should not be allowed to avoid it or continue to delay. The Court should stand by the verdict and find that Defendant breached its contract with Plaintiff.
 Judgment -->", deny,opposition,test,127,gov.uscourts.ncwd.58301.126.0.txt
850,"Hysitron Incorporated v. MTS Systems Corporation is a patent infringement case. The plaintiff is seeking an injunction against a Sponsored Link Internet advertising program that MTS has discontinued. The defendant is seeking partial summary judgment because its discontinued advertising was not, as a matter of law, “use in commerce” under the Lanham Act. The case will be heard by Judge Montgomery on May 29, 2008, at 1 p.m. ET. The decision will be published in full in the next issue of the U.S. District Court for the Northern District of Minnesota’s Civil No. 07-cv-01533 (ADM/AJB) (Dockets. No. 7-11-01433, 7-12-01423, and 7-13-01424).
 Judgment -->", deny,support,test,1164,gov.uscourts.mnd.90143.97.0.txt
851,"Hysitron Incorporated v. MTS Systems Corporation is a civil case in the U.S. District Court for the District of Minnesota. The suit was filed on April 17, 2008. The judge and the counsel of record are listed as the attorneys of record. The parties are represented by David P. Pearson, Daniel J. Kelly, Kyle J. Kaiser and Brent A. Lorentz. The case is Nos. 07-1533 ADM/AJB and 7-1534 ADM-AJB, and the judgment is in favor of the defendant. The hearing is scheduled for April 28, 2008 at 9:30 a.m. ET. For confidential support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch, see www.samaritans.org for details.
 Judgment -->", deny,support,test,1164,gov.uscourts.mnd.90143.100.0.txt
852,"Hysitron Incorporated v. MTS Systems Corporation is a lawsuit against the federal government. The suit was filed in the U.S. District Court for the District of Minnesota. The judge ruled in favor of MTS and ordered the company to produce documents for the plaintiff. The case was settled out of court in April 2008. The lawsuit is still pending in the federal court in Minnesota and will be heard in court on January 31, 2011. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit www.suicidepreventionlifeline.org. For support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch or see www.samaritans.org for details.
 Judgment -->", deny,support,test,1164,gov.uscourts.mnd.90143.98.0.txt
853,"Hysitron Incorporated v. MTS Systems Corporation (“MTS’s Motion is based on the Federal Rules of Civil Procedure and the Memoranda of Law and supporting affidavits. Defendant MTS System Corp. respectfully moves the Court for a protective order concerning Plaintiff Hysiton Incorporated’re Second Set of DiscoveryRequests Nos. 5, 9, 13, 16-17, and 22-42, or in the alternative, an Order staying discovery. with respect to these requests pending resolution of MTS's Motion for Partial SummaryJudgment. Plaintiff MTSSystems Corp. is a Minnesota corporation. The case is Nos. 07-cv-01533 (ADM/AJB) and No. 07/08/08.
 Judgment -->", deny,support,test,1164,gov.uscourts.mnd.90143.95.0.txt
854,"Brian Platt is an attorney with the law firm of Merchant & Gould located in Minneapolis, Minnesota. He is representing Plaintiff Hysitron Incorporated in the above-captioned action. This declaration is respectfully submitted in opposition to Defendant's Motion for Protective Order, or in the Alternative, to Stay Discovery Pending Disposition of Motion for Partial Summary Judgment. A copy of Exhibit 1 is a true and accurate copy of a letter to BrianPlatt dated April 17, 2008 from David P. Pearson. Attached hereto as Exhibit 2 is atrue and accuratecopy of Gmail by Google printout dated April 21, 2008. A true and correct copy of the unpublished unpublisheddecision in Google Inc. v. Am Blind & Wallpaper Factory, Inc., 2007 U.S. Dist. LEXIS ARTICLE.
 Judgment -->", deny,opposition,test,1164,gov.uscourts.mnd.90143.102.0.txt
855,"Hysitron seeks evidence and information in MTS’ possession to prove Hysiton’s pending patent and trademark claims. MTS refuses to provide discovery directlyrelevant to the trademark claims while simultaneously contending it should be granted partial summary judgment. The discovery at issue is relevant to both. The parties agreed to provide documents responsive to Request Nos. Nos. 10, 13, 16, and 18. At issue are now document requests Nos. 5, 11, 12, 14, and 15, Nos. 17, 17, 18, and Nos. 1, 2, 3, 4, 5, 6, 7, 8, 9, and 9, 10, 11 and 10, respectively, and the requested documents are now at issue.
 Judgment -->", deny,opposition,test,1164,gov.uscourts.mnd.90143.101.0.txt
856,"CHRISTOPHER ROBERT WEAST is charged with possession of a visual depiction of a minor engaged in sexuallyexplicit conduct. Mr. Weast has been in custody since February 21, 2014. He has requested the court reconsider its order of detention entered March 3, 2014 detaining him following a detention hearing. The presumption and the twenty year mandatory minimum in this case does not apply. The defendant is not credible evidence that he is a danger to the community or a flight risk or a nonappearance or danger to another person or the community unless detained. The court must determine if there are “conditions of release that will reasonably assure the appearance of the person as required and the safety of any other person and the community’’ The detention hearing occurred before the Honorable Jeffrey L. Cureton.
 Judgment -->", deny,support,train,522,gov.uscourts.txnd.243166.27.0.txt
857,"Christopher Robert Weast was indicted on February 12, 2014, and arrested on February 21, 2014. The government opposes Weast’s request for release and submits no further deliberations on detention is necessary. This Court properly found Weast is a danger to the community and a flight risk, and there is no evidence to suggest that this Court thought Weast faced a statutory maximum penalty of 20 years. Weast asserts that the Court incorrectly assumed he faced a 20-year maximum punishment and thus wrongly relied on the existence of a rebuttable presumption to detain him. The evidence supports no allegation. A detention hearing may be reopened any time prior to trial if the judicial officer determines that information exists that was not known to the movant at the time of the hearing.
 Judgment -->", deny,opposition,train,522,gov.uscourts.txnd.243166.31.0.txt
858,"Gateway, Inc., will move the Court, pursuant to Rule.56 of the Federal Rules of Civil Procedure, to enter a summary judgment of invalidity of U.S. Patent No. 4,439,759. The matter may be heard, in the Courtroom of the Honorable Marilyn L. Huff, located at 880Front Street, San Diego, California 91201, Defendants and Counterclaimants, Gateway, Inc.; Gateway Companies, Inc; Gateway Manufacturing LLC; and Cowabunga Enterprises, Inc. Case 3:07-cv-02000-H-CAB. Case No. 07-CV-2000- H (CAB)Case 3: 07- CV-0200-H (C AB)Case No. 02-CV -2060-B (Cab)
 Judgment -->", deny,support,train,960,gov.uscourts.casd.256908.66.0.txt
859,"LUCENT TECHNOLOGIES INC. and MICROSOFT CORPORATION are engaged in a legal dispute over a U.S. Patent. Lucent is seeking to have the patent invalidated. The case is called Lucent Technologies Inc. v. MULTIMEDIA PATENT TRUST. Plaintiff Lucent's claim is that the patent belongs to a company called GATEWAY, which is a subsidiary of Micosoft. The judge rules in favor of GATEway, and the case is adjourned until January 7, 2008 at 10:30 a.m. (9:30 A.M. ET) The case was filed on 12/14/2007 and settled on 1/7/2008 at 9:30 p.m (11:30 P.M., ET)
 Judgment -->", deny,opposition,train,960,gov.uscourts.casd.256908.147.0.txt
860,"ROBIN MELCHOR 7616.Century Square, Suite 2204, Honolulu, Hawaii 96813 0x00B0. 1188 Bishop Street, Honolulu.Phone: (808) 523-1332. Email: melchorr@aloha.net. Attorney for Defendant: Robert Melchor, P.C. Case No. 1:11-cv-00722-JMS-KSC Document 15: 11/27/12 Pagelof2 PagelD# 94: 94:94:94; Page 2: 95: 95; Pagel D: 95. Plaintiff: ALOHA PLASTIC SURGERY, LLC. Motion to set aside default against it filed on December 30, 2011.
 Judgment -->", grant,support,test,228,gov.uscourts.hid.100339.15.0.txt
861,"Plaintiffs HAWAIIAN ART NETWORK, LLC and VINCENT K. TYLOR respectfully submit their memorandum of law in opposition to Defendant ALOHA PLASTIC SURGERY, LLC’s Motion to Set Aside Default Judgment Against Defendant Aloha Plastic Surgery, LLC. Plaintiffs’ counsel requested that Dr. Pasquale no longer communicate directly with Plaintiffs' counsel, but have no contact with his attorney. The court has denied the motion for default because Defendant APS fails to show good cause for the default to be set aside. The motion was filed on December 30, 2011 (Doc. #15), and the judge ruled in favor of Plaintiffs on May 14, 2012, at 9:30 a.m. in Honolulu, Hawaii.
 Judgment -->", grant,opposition,test,228,gov.uscourts.hid.100339.17.0.txt
862,"Plaintiff Isabel Tarcila Cazorla Salinas's Motion to Compel and for SpoliationSanctions is filed in the U.S. District Court for the Southern District of Florida. The motion asks the court to order the destruction of a video tape of Salinas' work hours. The video would eliminate every single issue of fact in the case. Plaintiff also requests that references to attorneys' fees, liquidated damages, immigration status, and tax issues be excluded from the trial. The Motion is intended to prevent prejudice to the litigants and to prevent unfairness and prejudice to litigant's right to a fair trial. It is also intended to address the possibility that the video could be used for prejudicial purposes in the course of the case, and that the Court should order its destruction.
 Judgment -->", deny,support,test,753,gov.uscourts.flsd.451348.44.0.txt
863,"YourHonor, thedefendant did notreceivethemotion, rather only an emailinwhich theplaintiff'slawyer's lawyerreferenced thatithad an attachm ent,w e responded to here m ailand did notm ention the a response, because l                did notknow there w as a m otion attachmEntincluded. The reference picture she showed m e indicated there w ere recordingsofthe hom e butthatw as years ago, the video recordertapes overitself every month, thehomewassoldyearsago and evenattimepriortosalethevideo(VCR)wehadatthetimesheworked w asnotin w orking order. We never ever watched any video and neverhid orconcealed any video in any way orpicturesthatm ay ormay nothave any bearing on thiscase. The opposing is only trying to use the factthatwe are not
 Judgment -->", deny,opposition,test,753,gov.uscourts.flsd.451348.50.0.txt
864,"Paul Kenneth Cromar and Barbara Ann Cromar, pro se, en pauperis, file Objection and Motion to Strike the improper pleadings with the court by the plaintiff United States. Neither the plaintiff nor the court itself, have yet properly identified and fully established on the written record of the civil action, all of the required elements of the alleged constitutionally granted subject matter jurisdiction of the court. The Plaintiff must establish the fully granted subject-matter jurisdiction of. the court before the court can allow, entertain, or rule on, any other pleadings submitted by. the plaintiff, or schedule any further proceedings in the matter. The court cannot allow or entertain any other. pleadings improperly submitted by the defendant, until all three. elements of this essential, fully granted. subject- matter jurisdiction are established.
 Judgment -->", deny,support,test,802,gov.uscourts.utd.107895.48.0.txt
865,"The United States of America submits this response to Defendants’ “Objection and Motion to Strike Improper Pleadings” (ECF No. 48) and “Motion for Hearing”(ECF no. 49) These motions raise the same frivolous arguments that were dismissed by the Court on two prior occasions. For the same reasons set forth in the Court’s April 27, 2018 and May.15, 2018 Orders, the Defendants�’ motions should be denied. The United States Attorney for Utah is John HUBER, and the Tax Division is Ryan S. Watson. The U.S. Department of Justice is represented by Richard E. ZUCKERMAN and John S. WATSON. The hearing is set for May 23, 2018.
 Judgment -->", deny,opposition,test,802,gov.uscourts.utd.107895.50.0.txt
866,"The Defendants, Highbeam Research, Inc., The Gale Group, Inc. and CengageLearning, Inc, renew their request that this Court dismiss the Plaintiffs’ First Amended Complaint. The Defendants submit that since this Order on Defendants’ original Motion to Dismiss the parties have engaged in informal discovery which confirms that dismissing the complaint is required under a forum selection clause. The Plaintiffs submit the attachedMemorandum of Law and the Declaration of Patrick J. Markey and the exhibits annexed thereto. The parties agree that this document filed through the ECF system will be sent electronically to the registered participants as identified on the Notice of Electronicfiling (NEF) and that paper copies will be send to those indicated as non-registered participants on August 17, 2012.
 Judgment -->", deny,support,train,422,gov.uscourts.mad.138034.22.0.txt
867,"Patrick J. Markey, who served as local counsel for the Defendants in the above-captioned action, hereby declare:. Robert Bagg et al. v. Highbeam Research, Inc., the Gale Group, Inc. and CengageLearning, Inc (D. Mass. C.A. No. 2011-cv-30199), and respectfully submit this Declaration. This Declaration is in support of Defendants’ renewed motion to dismiss the Plaintiffs’ first Amended Complaint. The contents of this Declaration are based upon personal knowledge and knowledge of the facts and circumstances of the case. For. confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
 Judgment -->", deny,support,train,422,gov.uscourts.mad.138034.24.0.txt
868,"Plaintiffs Robert Bragg, David Crotty, Kathleen Geisse, Crystal Dillon, and Leslie Johnston are suing HighBeam Research, Inc., The Gale Group, Inc. and Cengage Learning,. Inc. On May 17, 2012, the Court denied Defendants’ motion to dismiss the Amended. Complaint without prejudice so that the parties could engage in limited discovery on factual.questions the Court raised in its Order. The parties exchanged informal discovery that conclusively establishes that each plaintiff necessarily.assented to the Agreement containing the forum selection clause providing exclusive venue in Illinois prior to entering into any relationship with Defendants. The Amended Complaint should now be dismissed in its entirety on the basis of the Agreement’s forum. selection clause pursuant to Rule 12(b)(6).
 Judgment -->", deny,support,train,422,gov.uscourts.mad.138034.23.0.txt
869,"Plaintiffs oppose Defendants’ Motion to dismiss the case. Plaintiffs request that the case be transferred to the United States District Court for the District of Illinois. The court has the authority to transfer the case, in lieu of dismissal. The parties have been litigating issues related to Defendant’s motion for almost one year. The case was filed on July 19, 2011. On October, 28, 2011, Defendants moved to dismiss this case, arguing that a forum.selection clause mandated that Illinois is the proper forum for this case. There is no dispute that venue is proper in the U.S. District Court. The Plaintiffs could have filed a separate case in Illinois and continued to litigate the case in this forum; however, it would have been a waste of time, effort, energy, expense, andjudicial resources to have a parallel case proceeding in two different forums.
 Judgment -->", deny,opposition,train,422,gov.uscourts.mad.138034.25.0.txt
870,"Kolon Industries, Inc. and Kolon Corporation filed a motion requesting a brief continuance of the arraignment. The Government filed a response, but did not oppose a brief Continuation. The arraignment date is scheduled for February 19, 2015. Kolon is seeking a writ of mandamus from the Fourth Circuit addressing Kolon’s jurisdiction challenges in this case. The Court denied Kolon's Motion to Quash on December 23, 2014. The next day, on December 24, 2014, Kolon appeared specially to file its unopposed motion asking the Court to continue the arraigned date. The U.S. District Court for the Eastern District of Virginia granted the motion to continue arraignment on December 29, 2014 and set the January 6, 2015, date for the hearing.
 Judgment -->", grant,support,train,314,gov.uscourts.vaed.284235.180.0.txt
871,"Kolon Industries, Inc. and Kolon Corporation are accused of defrauding the U.S. government. The arraignment is scheduled for February 19, 2015. Kolon has filed a motion for a brief continuance of the arraignment. The Motion is made on the grounds set forth in the accompanying Memorandum. The Government contends that the Government is both a party and the subject of the action in the above-captioned action. The Indictment is fatally ambiguous as to the named defendant. The United States Court of Appeals for the Fourth Circuit has the right to act upon Kolon’s petition for writ of mandamus addressing Kolon's jurisdiction challenges in this case. The motion has been submitted by counsel for Specially Appearing Defendant Kolon.
 Judgment -->", grant,support,train,314,gov.uscourts.vaed.284235.179.0.txt
872,"The United States submits its response to the motion of Kolon Industries, Inc. andolon Corporation for leave to appear specially. The United States opposes defendants’ proposed motion to continue the arraignment date. The government deferred to the Fourth Circuit on whether togrant defendants a special appearance in the mandamus proceeding. The Fourth Circuit has yet to rule on defendants” motion for a special appearances. The court may deny the petition without an answer, it must order the respondent, if any, to answer within a fixed time. If briefing or oral argument is required, the clerk must advise the parties, and the trial-court judge or amicus curiae curiae may decide the matter for the court. The Fifth Circuit has not ordered any additional briefing on defendants' petition for mandamus.
 Judgment -->", grant,opposition,train,314,gov.uscourts.vaed.284235.181.0.txt
873,"CASE NO.: 1:16-cv-21199-CMA.ANDREA ROSSI and LEONARDO. ROSSI and. LEONARDSO.CORPORATION, Plaintiffs, v. THOMAS DARDEN; John T. Vaughn;. INDUSTRIAL HEAT, LLC; IPH.INTERNATIONAL B.V.; and CHEROKEE.INVESTMENT PARTNERS, LLC, are the Defendants. The suit was filed in the U.S. District Court for the Southern District of Florida in Fort Lauderdale, Florida, on September 29, 2015. The case has been adjourned until September 27, 2016. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/.
 Judgment -->", deny,support,train,874,gov.uscourts.flsd.481715.56.0.txt
