,support,support_file,opposition,opposition_file,outcome,folder_id,case_path,data_type
10,"['The Plaintiffs request leave of this Court to submit a further reply to the Defendant’s Motion to Dismiss. The Plaintiffs are seeking leave to provide the Court notice of two recently issued decisions by this Honorable Court in Ferreira et al v. Ditech Financial LLC et al and Peralta v. U.S. Bank National Association, 1:17-cv-00263M-PAS. The Plaintiff has set forth plausible allegations to support a breach. of contract claim for violation of paragraph 9(d), through its failure to comnply with. 24 CFR 203.604(b)” in the case of PNC BANK N.A., the Plaintiffs say. The court will send paper copies of this document to registered participants on September 7, 2017 and paper copies to those indicated as non-registered participants.']",['gov.uscourts.rid.41930.10.0.txt'],"['Plaintiff’s Motion to Supplement cites no legal precedent for supplementing the record with “text orders,’ and should be denied. “Text orders’ are neither new nor authority, and there is no efficiency justification for allowing the record here to be supplemented by including them in the decision before this Court. The issue of whether the face-to-face meeting requirement is incorporated into a mortgage contract is a matter of Rhode Island contract law; a federal district court opinion on the issue, potentially of some persuasive value, is simply not controlling here.” “Both orders referred to in the Motion to.Supplement were issued in July of this year, approximately one month after PNC Bank filed its.reply memorandum on June 19, 2017 [Doc. No. 7]. “Plaintiffs’ counsel was the attorney.of record in both cases, and obviously had notice of the issuance of the “ text orders” long before']",['gov.uscourts.rid.41930.11.0.txt'],grant,23,/mnt/a536sing/sdn1/gvc-recap/0/gov.uscourts.rid.41930/,train
11,"['The case was brought in the U.S. District Court for the Northern District of California. The suit was brought by three attorneys on behalf of a California labor union. It was filed on February 22, 2008. The case was settled on February 23, 2008, and was heard by the Honorable Phyllis Hamilton Hamilton, a judge. The judge ruled in favor of the attorneys for the union, but the case was dismissed on February 25. The jury was unable to reach a verdict on the case, so it was remanded to the district court for further proceedings. The court ordered the union to dismiss the case and return the case to the attorney for a hearing on February 26, 2008 at 9:00 a.m. ET. The attorney for the employer, the union and a number of its members filed a motion to dismiss. The motion was granted.']",['gov.uscourts.cand.197829.10.0.txt'],"[""Mirant California, LLC, a Delaware Corp., and Does 1 to 50, sued IBEW Local 1245. The suit was filed in the U.S. District Court for the Northern District of California on January 20, 2008. Mirant is seeking to invalidate the Collective Bargaining Agreement between Mirant and the IBEW. The CBA provides that Power Plant Technicians With Eight Hour shifts receive Duty Free Meal And Rest Periods InCompliance With California Law. The Union and Mirant are parties to the CBA, and this case is a dispute over whether or not the collective bargaining agreement applies to Mirant's eight-hour shifts. The case is being heard by the Hon. Phyllis J. Hamilton, Judge of the United States District Court, Northern district of California.""]",['gov.uscourts.cand.197829.17.0.txt'],grant,10,/mnt/a536sing/sdaa1/gvc-recap/9/gov.uscourts.cand.197829/,train
12,"['Carlos German Diaz v. Global Development Consultant, Inc., et al., et. al., was heard in U.S. District Court for the Southern District of Florida. Mr. Diaz filed a motion for relief from, and to set aside, the Default Final Judgment entered in favor of the plaintiff, Carlos German Diaz. Diego Molinari filed an opposing memorandum of law in support of the motion. The motion was denied on a technicality, but the judge said he would rule on the merits of the case. The judge ruled that the motion was filed too late, and that he should have been given more time to serve the opposing memorandum. He also said that the Motion for Relief was filed after the Final Default Judgment was filed, which is a violation of Rule 54 of the Federal Rules of Civil Procedure.']",['gov.uscourts.flsd.416235.102.0.txt'],"['Plaintiff’s Response in Opposition to Defendants’ Motion for Relief from, and to Set Aside, the DefaultJudgment. The Eleventh Circuit described the good cause standard as: ""Good cause"" is a mutable standard, varying from situation to situation. It is also a liberal one--but not so elastic as to be devoid of substance."" The judge ruled that Defendants failed to comply with the Court\'s order to substitute counsel or show cause as to why default should not be entered against them. The judge also found that the defendants had failed to file a motion for extension of time or otherwise notify the court of their efforts to substitute. counsel or to show cause why default shouldn’t be entered. The jury returned a verdict in favor of the plaintiff.', 'Diego Molinari’s Response is a semantic sleight of hand intended to obfuscate the narrow issue raised solely by Diego MolinARI. The defense and affirmative defenses of the company and individual Defendants are coterminous. A default judgment against the company Defendants would be inconsistent if the individual Defendants defeat them at the trial by jury. The plaintiff throws out the red herring by arguing that “the Court need not analyze any of the factors of those factors, or upon those factors’ or upon the authorities cited in the motion, to shift the propriety of the motion for relief,’ ‘’ rather than address the plaintiff’S on-point authorities, or acknowledge that he has not been defaulted nor had any one of his 12 defenses or affirmative defenses stricken.', 'Carlos German Diaz v. Global Development Consultant, Inc., et al., v. The New Langford, L.L.C., and two other defendants. Mr. Diaz sued two companies and two individual defendants, alleging that he was employed by the Defendants since 2001, he alleged that ""Defendants willfully and intentionally refused to pay him"" Mr Diaz\'s form of Final Default Judgment was entered eight days before opposing memoranda of law were due to be served (DE 100), thereby depriving Diego Molinari of any opportunity to voice his opposition in the first place. Mr Diaz demanded ""double damages and reasonable fees from Defendants, jointly and severally"" from Mr Diaz and all four defendants. All four defendants, jointly, severally and jointly raised 12 defenses against Mr Diaz.']","['gov.uscourts.flsd.416235.106.0.txt', 'gov.uscourts.flsd.416235.107.0.txt', 'gov.uscourts.flsd.416235.126.0.txt']",grant,34,/mnt/a536sing/sdl1/gvc-recap/5/gov.uscourts.flsd.416235/,train
13,"[""Health Care Service Corp. filed suit against Texas Blue Cross Blue Cross/Blue Shield. The case was filed in the U.S. District Court for the Southern District of Texas. The parties agreed to an Arbitration Agreement to settle the case. The United States District Court ruled the case should be dismissed under Rule 12(B)(3) of the Uniform Commercial Code. The judge ordered the case be dismissed and ordered the parties to come to an agreement on a settlement. The dispute was settled in the United States Supreme Court on October 8, 2012. The decision was upheld on appeal and will be heard again on November 11, 2014. The ruling will be posted on the court's website at: http://www.courts.org/blog/2014/10/11/health-care-service-corporation-sues-blue-cross-blUE-cross.html.""]",['gov.uscourts.txsd.1452366.8.0.txt'],"['Memorial Hermann sued BCBS for breach of the BAV HMO Agreement, not the Indemnity Contract. The parties did not agree to arbitrate this dispute. This Court, and not an arbitrator, must decide whether Memorial Hermann and BCBSreviewed this dispute; the inapplicable Indemnities Contract does not delegatearbitrability. The case was heard in the U.S. District Court for the Southern District of Texas on April 30 and 30, 2014. The jury returned a decision in favor of the plaintiff. The verdict was delivered on April 31, 2014, and the trial will resume on May 1. The trial will be heard again on May 2, 2015, and again on June 1, 2015. The final judgment will be delivered on June 2, 2016, after the trial has been completed.']",['gov.uscourts.txsd.1452366.14.0.txt'],deny,1056,/mnt/a536sing/sdo1/gvc-recap/6/gov.uscourts.txsd.1452366/,train
14,"[""Case 3:07-cv-02000-H-CAB Document 43 Filed 11/14/2007 Page 1 of 3. The Magistrate Judge's Magistrate's Order No. 11/07/07 Telephonic Discovery (Following 11/1/07 telephonic. Discovery No. 40) The Judge's Order excludes Microsoft and Intuit production documents regarding these products. The court will modify the. Federal Rules of Civil Procedure to modify these. documents, even though these had already been already been ordered to. review and modify. The judge will set a date and time to be set by the Courtroom of the Honorable Marilyn L. Huff in the U.S. District Court, San Diego, California. For confidential support call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/.""]",['gov.uscourts.casd.256908.43.0.txt'],"['The Court Should Deny Gateway’s Request For Summary Judgment Of No.Damages Yet Again. Case 3:07-cv-02000-H-CAB. Case 49:49:49. Case No. 07--CV-2000-H (CAB)Case No. 03-CV-0699-B (Cab) Case No 03- CV-1108-B(CAB), No. 04:01:02:05, No. 05:06:07:06, and No. 06:08:08. Lucent Technologies Inc. and Multimedia Patent Trust, et al. v. GATEWAY, Inc., et al., et. al. are the Plaintiff and Counterclaimants in this case. The defendants are GATEway, Inc. (“Gateway’S”) and the Counterclaimant (‘Lucent’)', 'The Supplemental Report Is Neither Clearly Erroneous Nor Contrary To Law. The Report Is Timely, Substantially Justified, And Causes No Prejudice. Lucent Technologies Inc. v. Multimedia Patent Trust is a consolidated case. The suit was brought by Lucent and Multimedia in California against MICROSOFT Corp. and GATEWAY, Inc. The case was heard in the U.S. District Court for the Southern District of California. The judge ruled in favor of GATEway and the motion to strike was denied. The jury was unable to reach a verdict in the case, which was returned to the defendants. The trial was held in San Diego, California, on January 22 and 23, 2008, and the jury returned a verdict on January 25, 2008.']","['gov.uscourts.casd.256908.49.0.txt', 'gov.uscourts.casd.256908.217.0.txt']",deny,751,/mnt/a536sing/sdt1/gvc-recap/8/gov.uscourts.casd.256908/,train
15,"[""Georgia-Pacific v. Diversified Transfer and Storage, Inc. involves the contract which interpreted that the plaintiff had no duty to indemnify or insure for a claim based on the plaintiff's own negligence. The Tennessee courts began by examining the language of the contract, which is exactly the same as the language in the contract at issue here (Plaintiff's Exhibit) The contract between Georgia-Pacific and DTS specifically excludes claims arising from G-P's negligence. As DTS has nocontractual obligation to indemnified or defend G- P from claims arising. from G, P must be dismissed. The issue can be decided as a matter of law, and the Court need not look beyond the Complaint and Exhibits to make its determination.""]",['gov.uscourts.wyd.20882.14.0.txt'],"[""Georgia-Pacific filed a declaratory judgment action against Defendants Diversified and Wilshire for their failure to defend and indemnify Georgia-Pacific. Truck driver Richard Waltman fell from his truck while tarping his load at the Lovell facility. Wilshire filed a notice of joinder in Diversify's motion to dismiss, but did not submit any legal or factual basis to dismiss the individual claims asserted against it. The jury found in favor of Georgia- Pacific in the case of Waltman v. Boswell, 236 F.R. 682 (D82) (Wyo. 2006), where the owner held that an owner did not owe a duty to an owner if its owner fails to perform his job. The verdict was upheld in the other case against Boswell.""]",['gov.uscourts.wyd.20882.18.0.txt'],deny,167,/mnt/a536sing/sdr1/gvc-recap/2/gov.uscourts.wyd.20882/,test
16,"[""Daniel David Rigmaiden, appearing pro se, respectfully submits this Motion To Dismiss For Destruction Of Evidence. The defendant is filing this motion considering his Fifth and Fourth Amendment rights were violated due to the government's bad faith destruction of the real-time aircard location data. The destroyed evidence would unquestionably prove that the aircard was located precisely inside apartment No. 1122. If this motion is not immediately. decided then the defendant will be prejudiced considering he will be forced to have his Motion To Suppress address the government’s concocted three or four apartment scenario of privacy, which is contrary to the truth. This motion is supported by the memorandum of points and authorities attached hereto and incorporated by this reference. The motion and all attachments were drafted and prepared by the pro se defendant, Philip Seplow.""]",['gov.uscourts.azd.396130.595.0.txt'],"[""Defendant asks this Court to dismiss the charges, arguing that the government’s failure to preserve data collected from the aircard tracking operation is a due process violation. The United States, through undersigned counsel, opposes Defendant’S Motion to Dismiss. Case 2:08-cr-00814-DGC Document 633 Filed 09/23/11 Page 1 of 4 encompasses four parties. The government's response can be found at the bottom of this document. The U.S. attorney's office in Arizona can be contacted at (602) 514-7500 or by email at: Fred.Battista@usdoj.gov or Peter.Sexton@us doj.org. The defense can contact James Knapp at (858) 515-7100 or by e-mail at James.Knapp@usDoJ.gov.""]",['gov.uscourts.azd.396130.633.0.txt'],deny,903,/mnt/a536sing/sdag1/gvc-recap/0/gov.uscourts.azd.396130/,train
17,"['Harvest Marketing, L.L.C. (""Harvest marketing""), First Harvest, L-L.c. (""First Harvest"") and Frank L. Davis (""Davis"") are accused of breach of a promissory note. Plaintiff Jennifer Steimker, on behalf of the Michelon Family Trust, hereby moves for summary judgment. Plaintiff seeks judgment against Harvest Marketing, First Harvest and Davis in the amount of $175,000, being the principal amount of the note. The motion is supported by a memorandum of points and authorities, ail of which demonstrates that Plaintiff to the relief she seeks as a matter of law. Plaintiff\'s costs and attorney\'s fees incurred in collecting on the Promissory Note are included in the suit. The suit was filed on May 6, 2005, and settled on May 11, 2005.']",['gov.uscourts.utd.18110.50.0.txt'],"['34. Case 2:03-cv-00487-DAK Document 53 Filed 05/31/05 Page 1 of 34. viewpoints. 34. Case 1:03.487-IDAK Document 54 Filed 5/31-05 Page 2 of 34: 34. Sheer number of words used in each of the 34 cases: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34: 32. Cases: 1. The number of letters used in the 34. cases is the length of the word for each case. The word “Case’s” is used to refer to the number of pages in each page.']",['gov.uscourts.utd.18110.53.0.txt'],grant,834,/mnt/a536sing/sdn1/gvc-recap/0/gov.uscourts.utd.18110/,train
18,"['Tendril Networks, Inc. seeks a preliminary injunction against Marissa Hummon and Jess Melanson, both former employees of Tendril. Tendril has evidence that the defendants are in possession of “significant amounts’ of confidential information and trade secrets” Tendril seeks limited, expedited discovery to determine the scope and extent of Defendants’ misconduct, and to present fulsome evidence to the Court in support of its motion for preliminary injunction. The motion was filed on 09/24/18 in the District of Colorado, by Tendril, with a brief in Support in Support of the motion filed on 9/25/18. It was filed in the U.S. District Court for the Colorado, which is located in Denver, Colorado, and the hearing is set for 9:30 a.m. on Tuesday.']",['gov.uscourts.cod.183316.2.0.txt'],"[""Tendril Networks, Inc. filed a motion for expedited discovery against two former employees of Tendril. The ex-employees, Marissa Hummon and Jess Melanson, say they misappropriated Tendril’s confidential information and trade secrets to compete with Tendril by working at Utilidata. Tendril filed an unverified Complaint for Injunctiverelief and a Motion for Preliminary Injunction devoid of any supporting or supporting evidence. The Court should deny Tendril's motion to engage in expedited Discovery outside the mandates of Fed R. R.Civ. P. 26(d), which is presumably intended to support its motion for a preliminary injunction. The court may allow parties to advance discovery on an expedited basis, but only if they have the required good cause to do so.""]",['gov.uscourts.cod.183316.29.0.txt'],grant,374,/mnt/a536sing/sds1/gvc-recap/6/gov.uscourts.cod.183316/,train
19,"['The United States of America requests Jared Lee Loughner provide the government with the documents he intends to introduce as evidence in chief at the trial. The government acknowledges its continuing duty to disclose. The U.S. Attorney’s Office for the District of Arizona has been notified of the request. The request was submitted this 23rd day of May, 2011, and it is being served electronically by other means. The judge will hear the case on June 6, 2011. The trial is expected to last about three weeks. The jury will be sequestered until the end of the trial on June 15, 2012. The verdict is expected on June 16, 2012, at 9 a.m. (PT) (GMT) (The trial begins on June 17, 2012).']",['gov.uscourts.azd.579795.217.0.txt'],"['Jared Lee Loughner was found incompetent to stand trial on May 25, 2011. He was committed to the custody of the Attorney General at a Springfield, Missouri, facility. The trial-related trial proceedings against him have been at a standstill since March 9, 2011, when the Court found it necessary to order a competency evaluation. The Court’s findings as announced in open court make clear that defense counsel cannot have rational or rational communication with Mr.Loughner concerning the charges. Nor can counsel consult consult8 about any possible defenses or evidence that may be offered at a trial. In short, the defense cannot begin until Mr. Loughners becomes competent and has had adequate time to work with his counsel. The court ordered that he be committed to hospitalization.']",['gov.uscourts.azd.579795.231.0.txt'],deny,418,/mnt/a536sing/sdag1/gvc-recap/5/gov.uscourts.azd.579795/,train
20,"['Case No.: 13-cv-00344-DRH-SCW-SCV. Defendants: Rational Entertainment EntertainmentEnterprises Ltd. and Oldford Group Ltd. Plaintiffs: Kelly Sonnenberg, individually, and on behalf of the class she represents, and Casey Sonnenburg, individually. Court: The Court should dismiss the Second Amended Complaint - Plaintiffs\' third attempt to state a claim against these Defendants - and do so with prejudice. The action seeks recovery by two separate plaintiffs on behalf the same group of alleged losers and losses. The court should dismiss this action because it does not allege that Defendants are ""winners"" within the meaning of the Illinois Loss Recovery Act (""LRA"") and because it failed sufficiently to put Defendants on notice of the specific ""losers"" that allegedly give rise to this action.', 'Defendants Rational Entertainment Enterprises Ltd. and Oldford Group Ltd. filed a motion to dismiss Plaintiffs\' Second-Amended Complaint. A detailed memorandum in support of the Motion was filed contemporaneous to this Motion and is incorporated herein by reference. Defendants respectfully request that this Court grant their Motion and Dismiss Piaintiffs\' Complaint in its entirety as to them with prejudice. The Motion to Dismiss was served upon all attorneys of record by electronicdelivery via the CM/ECF System on May 16, 2014, addressed as follows: ""Petitioner"" "" Defendant"" "" Plaintiff"" ""CASEY SONNENBERG"" ""Case No.: 13-cv-00344-DRH-SCW"" ""Plaintiffs"" ""KELLY SONSENBERGE"" and ""JURY TRIAL DEMAND""']","['gov.uscourts.ilsd.61930.76.0.txt', 'gov.uscourts.ilsd.61930.75.0.txt']","['Kelly Sonnenberg, individually, and on behalf of the class she represents, seeks to recover losses resulting from the Defendants’ illegal operation of an internet gambling site. The Plaintiffs rely upon different sections of Illinois’ Anti-Gambling statute. This is not a issue of whether a plaintiff will prevail on his claims but whether the claimant is entitled to offer evidence to offer against the Defendants. The Complaint sets out the relevant sections for the lawsuit, (Second AmendedSaharanComplaint paragraphs 19, 20, 21, and 22). These sections will be more fully discussed in other parts of this memo. However, by way of introduction, the Committee Comments are relevant here. The Committee Comments to Article 28 represent an attempt to present a unified statute whichcorrectly express as public policy of the state towards gambling.']",['gov.uscourts.ilsd.61930.79.0.txt'],grant,1017,/mnt/a536sing/sdaa1/gvc-recap/0/gov.uscourts.ilsd.61930/,test
21,"['The United States Trustee has standing to bring this motion. Cause exists to convert or dismiss this case. Bankruptcy Code Section1112(b)(4) sets forth a list of 16 grounds that do constitute ""cause"" See 11 U.S.C. 0x00A7.0x00B0 Time: 10:30 a.m. June 9, 2011. Place: 501 ""T\' Street,Courtroom 33, Dept. E/ Sacramento, CA 95814. In re: DC No. UST-1, the Ninth Circuit, the court has to consider alleged causes not specifically listed in the petition. The court shall convert a case. under this chapter to a case under chapter 7 or.dismiss a caseunder this chapter, whichever is in the best interests of creditors and. the estate, if the movant establishes cause.', 'The Acting United States Trustee (""UST"") requests the court order conversion to chapter. 7 or dismissal of this case because Debtor has failed to timely comply with reporting requirements. Debtor filed a chapter 11 petition on January 25, 2010. An amended voluntary petition was filed on February 22, 2010 (Docket #21). A second amended voluntary Petition was. filed on March 17, 2010; a second. amended voluntary petitions were filed in March and April 2010. The case is being heard by the U.S. Bankruptcy Court for the Eastern District of California in Sacramento, California. The motion is based upon the concurrently filed points and authorities, the record in this case, and the monthly operating report (""MOR\'\') for the period of January 25-February. 2010.']","['gov.uscourts.caeb.371652.186.0.txt', 'gov.uscourts.caeb.371652.184.0.txt']","[""Debtor-in-possession seeks to have the court deny the UST's motion to convert or dismiss this case. Debtor receives rents through Section 8 of the Bankruptcy Code averaging $4,500 per month plus rents. A status conference regarding this case is currently set for July 13, 2011. The Debtor has not suffered loss to his real estate properties under chapter 11bankruptcy. The court has set an evidentiary hearing to determine the merits of Citibank's claim.Debtor seeks to complete his chapter 11 case through confirmation of a plan after all pertinent legal issues of law are resolved by this court. The case was filed on January 25, 2010 as a voluntary Chapter 11 case. The US Trustee has filed a motion to reject the Debtor's plan and to dismiss the case.""]",['gov.uscourts.caeb.371652.188.0.txt'],grant,335,/mnt/a536sing/sdn1/gvc-recap/2/gov.uscourts.caeb.371652/,test
22,"['Case 1:06-cv-00170-S-DLM. Case 1:6-cv,00,S,DLM:\xa0\xa0\xa0Document 22. Document 22:\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Case\xa0:\xa006-CV-00,000,\xa0S-S,\xa0DLM\xa0-\xa0Document\xa0 22:\xa0\xa0\xa0various\xa0document\xa022:\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0Case \xa01:06,\xa0cv-000,000\xa0S\xa0L,\xa0L\xa0S, and\xa0L-S:\xa01-Cv-000-L, S-L-M, 1-Cc, C-C, L-S. Case\xa0 1:01,\xa0C-C-L 1:11,\xa0D-D-C 1:12,\xa0M-D, M-D 1:16,\xa0F-F, D-M 1:18,\xa0G']",['gov.uscourts.rid.20970.22.0.txt'],"['Tower Manufacturing Corporation objects to Shanghai ELE Manufacturing Corporation’s Motion for Protective Order. Tower is filing an accompanying Memorandum in support of this Objection. Tower requests that the Motion for Protective Order be denied. Tower Manufacturing Corp. is represented by John J. Cotter and Larissa S. Bifano. The motion was filed on January 8, 2007, with a copy of the Memorandum served upon the Plaintiff on January 9, 2007. The Motion for Protection Order was filed with the memorandum on January 10, 2007 at 11:00 a.m. ET. The action was settled out of court on January 14, 2007 with a settlement reached on January 17, 2007 in the case of Tower Manufacturing Corporation v. Shanghai ELE manufacturing Corp. The amount of the settlement has not yet been determined.']",['gov.uscourts.rid.20970.26.0.txt'],deny,426,/mnt/a536sing/sdn1/gvc-recap/0/gov.uscourts.rid.20970/,train
